,total_reads,counts,deltatime,density
2495,547230.0,400,4388700.0,9.11431631234762e-05
2496,520593.0,396,1922100.0,0.00020602466052754799
2497,271614.0,397,735240.0,0.0005399597410369404
2498,386518.0,400,2577480.0,0.00015519034095317908
2499,813451.0,400,8678880.0,4.6088896263112294e-05
2500,518208.0,399,3738420.0,0.00010672958094596112
2501,408346.0,400,565200.0,0.0007077140835102619
2502,204492.0,400,208980.0,0.0019140587616039812
2503,333785.0,400,1152900.0,0.00034695116662329775
2504,438969.0,400,3223200.0,0.00012410027302060066
2505,293165.0,399,644100.0,0.0006194690265486725
2506,364430.0,399,705660.0,0.0005654281098546042
2507,390598.0,398,1318500.0,0.0003018581721653394
2508,398073.0,399,1759440.0,0.00022677670167780658
2509,368059.0,396,649980.0,0.0006092495153697037
2510,353800.0,400,1410360.0,0.00028361553078646586
2511,422039.0,400,1322100.0,0.0003025489751153468
2512,376857.0,399,703620.0,0.0005670674511810352
2513,303317.0,399,1057620.0,0.00037726215464911785
2514,490805.0,400,2636040.0,0.000151742765663647
2515,343409.0,399,781860.0,0.0005103215409408334
2516,520276.0,400,4081380.0,9.800606657552103e-05
2517,222975.0,400,205860.0,0.001943068104537064
2518,392545.0,400,2332680.0,0.00017147658487233567
2519,575763.0,400,4170780.0,9.590532226585914e-05
2520,792113.0,400,4161360.0,9.612242151604283e-05
2521,367030.0,400,2624640.0,0.000152401853206535
2522,463779.0,400,3629340.0,0.00011021287617032297
2523,521021.0,398,1861560.0,0.00021379917918305078
2524,329986.0,400,174600.0,0.002290950744558992
2526,367143.0,400,1343160.0,0.00029780517585395634
2527,616546.0,400,3140220.0,0.00012737961034577194
2528,548212.0,400,210000.0,0.0019047619047619048
2529,832021.0,399,6589080.0,6.055473601777486e-05
2530,487770.0,399,1248360.0,0.00031961934057483417
2531,397721.0,400,1830120.0,0.0002185649028479007
2532,470393.0,400,2606400.0,0.0001534683855125844
2533,563989.0,398,3829920.0,0.00010391861971007227
2534,468994.0,400,2518380.0,0.00015883226518634996
2535,648286.0,400,1011060.0,0.0003956243942001464
2536,406739.0,400,2959020.0,0.00013517989063946848
2537,292333.0,400,218880.0,0.001827485380116959
2538,557474.0,400,2273820.0,0.00017591541986612837
2539,503958.0,399,3142560.0,0.0001269665495646861
2540,449572.0,400,2975520.0,0.0001344302844544819
2541,554954.0,399,2963820.0,0.0001346235601352309
2542,426221.0,400,2003100.0,0.00019969047975637762
2543,534259.0,400,3053760.0,0.000130986063082888
2544,629204.0,399,3057360.0,0.00013050474919538426
2545,411475.0,400,2621460.0,0.00015258672648066346
2546,697547.0,397,5642580.0,7.035788593161284e-05
2547,200575.0,400,130920.0,0.0030553009471432934
2548,417735.0,397,1684200.0,0.00023572022325139532
2549,710396.0,400,4929120.0,8.115038789885416e-05
2550,582327.0,400,2976960.0,0.00013436525851875738
2551,563997.0,400,4280820.0,9.344004186113875e-05
2552,303261.0,401,-155040.0,-0.0025864293085655315
2553,756921.0,400,6165300.0,6.48792435080207e-05
2554,468291.0,400,2377140.0,0.00016826943301614545
2555,648839.0,399,710340.0,0.0005617028465241997
2556,523638.0,397,2018580.0,0.00019667290867837788
2557,351890.0,400,1830840.0,0.00021847894955321056
2558,818375.0,400,1759020.0,0.00022739934736387305
2559,439138.0,400,2597820.0,0.00015397525617633247
2560,726556.0,400,2849040.0,0.00014039816920787354
2561,1010244.0,399,12211800.0,3.267331597307522e-05
2562,372831.0,400,1753620.0,0.00022809958828024315
2563,336502.0,400,1655100.0,0.00024167724004591867
2564,434155.0,400,2425800.0,0.00016489405556929673
2565,347642.0,400,644520.0,0.0006206168931918327
2566,748387.0,400,3046080.0,0.00013131631473894316
2567,360497.0,400,561540.0,0.0007123268155429712
2568,353960.0,396,2338800.0,0.00016931759876859928
2569,737299.0,400,6493020.0,6.16046154177871e-05
2570,380913.0,400,1131300.0,0.0003535755325731459
2571,367382.0,400,2347440.0,0.00017039839143918482
2572,432894.0,399,2251020.0,0.00017725297864967882
2573,408492.0,400,2469000.0,0.00016200891049007697
2574,399173.0,400,2542560.0,0.00015732175445220566
2575,445213.0,400,1306500.0,0.00030616150019135096
2576,743757.0,400,5969280.0,6.700975662056395e-05
2577,330420.0,400,1346940.0,0.0002969694269974906
2578,1150836.0,400,12096060.0,3.3068619037934664e-05
2579,361846.0,400,825060.0,0.00048481322570479725
2580,658012.0,400,4538280.0,8.813911878509038e-05
2581,394104.0,400,1461420.0,0.0002737063951499227
2582,342862.0,400,1673520.0,0.00023901716143219084
2583,490266.0,400,1756140.0,0.0002277722732811735
2584,432801.0,400,1928040.0,0.0002074645754237464
2585,475680.0,400,1938480.0,0.000206347241137386
2586,593345.0,400,1673820.0,0.00023897432220907862
2587,465809.0,400,1085520.0,0.000368486992409168
2588,680042.0,400,6025320.0,6.638651557095722e-05
2589,281398.0,397,806880.0,0.0004920186396985922
2590,881532.0,400,6163740.0,6.489566399621009e-05
2591,392823.0,400,1929540.0,0.0002073032950858754
2592,335021.0,400,1656840.0,0.00024142343255836412
2593,410953.0,400,2939700.0,0.00013606830628975746
2594,408683.0,400,44280.0,0.009033423667570008
2595,1055290.0,400,11573580.0,3.456147536026018e-05
2596,310414.0,399,718680.0,0.0005551845049256971
2597,701716.0,400,4083480.0,9.795566526590066e-05
2598,407018.0,400,2584620.0,0.00015476162840185405
2599,529340.0,399,3572880.0,0.00011167461543628669
2600,321737.0,401,84240.0,0.004760208926875594
2601,923220.0,400,2516940.0,0.00015892313682487464
2602,385862.0,398,729960.0,0.0005452353553619376
2603,3834842.0,400,1384200.0,0.00028897558156335787
2604,547866.0,400,3079440.0,0.00012989374691502352
2605,334662.0,400,902820.0,0.000443056201679183
2606,717561.0,400,2365800.0,0.00016907599966184801
2607,433600.0,400,818100.0,0.0004889377826671556
2608,314692.0,397,2528880.0,0.00015698649204390875
2609,532634.0,400,3476040.0,0.00011507347441341296
2610,307276.0,400,557820.0,0.0007170771933598652
2611,394811.0,400,578700.0,0.0006912044237083118
2612,444000.0,397,2983020.0,0.00013308660350919537
2613,1011122.0,400,9093480.0,4.3987560317942087e-05
2614,247054.0,400,607620.0,0.0006583061782034825
2615,880945.0,400,7269660.0,5.5023206037146164e-05
2616,849806.0,400,8503560.0,4.703912243813179e-05
2617,177775.0,400,477120.0,0.0008383635144198525
2618,482982.0,397,2466780.0,0.0001609385514719594
2619,296986.0,400,693060.0,0.0005771506074510143
2620,451416.0,400,2550360.0,0.00015684060289527753
2621,907477.0,399,9779760.0,4.0798547203612356e-05
2622,369130.0,400,1220220.0,0.00032780973922735243
2623,906480.0,398,7598520.0,5.23786210998984e-05
2624,343174.0,398,696480.0,0.0005714449804732368
2625,347314.0,400,1135020.0,0.0003524166975031277
2626,518622.0,400,2961600.0,0.0001350621285791464
2627,717200.0,400,5660040.0,7.067087865103427e-05
2628,372504.0,400,1845180.0,0.00021678101865400665
2629,242385.0,400,207300.0,0.001929570670525808
2630,362591.0,400,1152000.0,0.00034722222222222224
2631,486308.0,400,3720840.0,0.00010750260693821825
2632,484890.0,400,3577260.0,0.00011181742450926128
2633,1280676.0,400,15126900.0,2.6442959231567605e-05
2634,264552.0,400,1164480.0,0.00034350096180269305
2635,341913.0,400,1086420.0,0.00036818173450415127
2636,685110.0,400,4929540.0,8.114347383325828e-05
2637,425198.0,399,2372280.0,0.0001681926248166321
2638,349553.0,400,1379820.0,0.00028989288457914803
2639,342305.0,400,643080.0,0.0006220065932698887
2640,364613.0,397,537240.0,0.0007389621025984662
2641,919621.0,399,8905680.0,4.4802867383512545e-05
2642,353102.0,400,641760.0,0.0006232859636000997
2643,746279.0,400,4685760.0,8.536502082906508e-05
2644,722892.0,400,6175980.0,6.47670491160917e-05
2645,355597.0,399,1396740.0,0.00028566519180377165
2646,414118.0,399,1670400.0,0.00023886494252873562
2647,618089.0,400,3146160.0,0.00012713911562031174
2648,457889.0,399,1780080.0,0.00022414722933800728
2649,498481.0,403,566340.0,0.0007115866793798778
2650,459511.0,400,1678800.0,0.0002382654276864427
2651,608074.0,400,4690380.0,8.528093672580899e-05
2652,686913.0,400,5920920.0,6.755706883389743e-05
2653,513038.0,399,1776000.0,0.00022466216216216216
2654,788573.0,400,6661380.0,6.004761776088438e-05
2655,338546.0,400,120180.0,0.003328340822100183
2656,291608.0,400,777360.0,0.0005145621076463929
2657,456094.0,400,1155600.0,0.00034614053305642093
2658,631306.0,400,6230580.0,6.419948062620173e-05
2659,490703.0,400,3644280.0,0.00010976105019372825
2660,438724.0,400,2614500.0,0.00015299292407726142
2661,429762.0,400,1660440.0,0.00024090000240900003
2662,376110.0,400,1985220.0,0.000201489003737621
2663,451490.0,400,2871060.0,0.00013932136562802588
2664,415646.0,398,2616720.0,0.00015209881072487694
2665,399926.0,400,691320.0,0.0005786032517502748
2666,425108.0,400,3050880.0,0.00013110971260750997
2667,435371.0,400,2961600.0,0.0001350621285791464
2668,347104.0,400,203580.0,0.0019648295510364478
2669,549842.0,400,3474720.0,0.00011511718929870608
2670,335170.0,400,813360.0,0.000491787154519524
2671,572521.0,400,4360800.0,9.1726288754357e-05
2672,372541.0,399,3147480.0,0.00012676808113157192
2673,628314.0,400,1916160.0,0.00020875083500334002
2674,850946.0,400,8051760.0,4.967857959005236e-05
2675,610135.0,400,1854780.0,0.00021565899998921706
2676,335638.0,400,813180.0,0.0004918960131828132
2677,406054.0,400,2878980.0,0.0001389380961312687
2678,524784.0,400,3843420.0,0.00010407397578198583
2679,651367.0,400,5897700.0,6.782304966342812e-05
2681,271268.0,397,189300.0,0.002097200211304807
2682,581879.0,400,4241280.0,9.431115135053569e-05
2683,499666.0,400,3669000.0,0.00010902153175252112
2684,457897.0,399,393060.0,0.0010151121966112044
2685,492793.0,400,4104240.0,9.746018751340078e-05
2686,1168715.0,400,10474740.0,3.8187105360133045e-05
2687,437809.0,400,3479640.0,0.0001149544205722431
2688,355340.0,400,1500960.0,0.00026649610915680633
2689,382252.0,400,2606640.0,0.0001534542552864991
2690,730197.0,400,2435700.0,0.0001642238370899536
2691,552692.0,400,4413720.0,9.062650100142284e-05
2692,710226.0,400,4219320.0,9.480200601044718e-05
2693,599154.0,400,4359300.0,9.175785103112885e-05
2694,318812.0,400,1842960.0,0.0002170421495854495
2695,488036.0,400,2262660.0,0.00017678307832374285
2696,364447.0,400,1908300.0,0.00020961064822092962
2697,402020.0,400,1822920.0,0.0002194281701884888
2698,542985.0,400,3207840.0,0.0001246944984787271
2699,292837.0,400,739500.0,0.0005409060175794456
2700,336648.0,400,2011440.0,0.00019886250646303146
2701,351327.0,399,546240.0,0.0007304481546572935
2702,490816.0,400,2539440.0,0.00015751504268657658
2703,260680.0,400,723780.0,0.0005526541214181105
2705,482988.0,400,3041220.0,0.0001315261638421423
2706,640591.0,400,4086180.0,9.789093970407569e-05
2707,379804.0,400,1667100.0,0.00023993761621978285
2708,358870.0,399,1167420.0,0.000341779308218122
2709,497236.0,400,3153480.0,0.00012684399457107704
2711,436637.0,400,639600.0,0.0006253908692933083
2712,857451.0,399,6671220.0,5.9809150350310736e-05
2713,380854.0,400,2874960.0,0.0001391323705373292
2714,1134513.0,398,452820.0,0.0008789364427366283
2715,1003189.0,400,10942740.0,3.6553916112417914e-05
2716,522504.0,400,480600.0,0.0008322929671244278
2717,370536.0,400,1839360.0,0.0002174669450243563
2718,460122.0,399,3119580.0,0.0001279018329390495
2719,388284.0,400,2625240.0,0.0001523670216818272
2721,252425.0,400,475020.0,0.000842069807587049
2722,479389.0,400,2893860.0,0.0001382236873933086
2723,545625.0,399,4340460.0,9.192574058970708e-05
2724,449117.0,400,1300440.0,0.00030758820091661285
2725,672565.0,399,4920060.0,8.109657199302448e-05
2726,274398.0,398,648240.0,0.0006139701345180798
2727,829177.0,399,5114880.0,7.80076951951952e-05
2728,1869447.0,400,17738100.0,2.2550329516690063e-05
2729,994759.0,400,9262920.0,4.318292719790304e-05
2730,851692.0,400,7348440.0,5.443332190233573e-05
2731,299191.0,400,1862820.0,0.00021472820777101385
2732,529441.0,397,2352900.0,0.00016872795273917293
2733,332299.0,399,302700.0,0.0013181367690782953
2734,438327.0,400,2606640.0,0.0001534542552864991
2735,627809.0,400,4847700.0,8.251335684964003e-05
2736,497281.0,398,2967600.0,0.00013411510985307992
2737,466290.0,400,3056580.0,0.00013086521537142819
2738,793918.0,399,6830040.0,5.8418398720944535e-05
2739,637860.0,402,412920.0,0.000973554199360651
2740,404621.0,400,2012460.0,0.00019876171451854943
2741,492389.0,400,3580500.0,0.00011171624074849881
2742,482989.0,400,2675280.0,0.00014951705989653418
2743,542668.0,399,3928020.0,0.00010157789420624131
2745,278164.0,398,820440.0,0.00048510555311783923
2746,446947.0,400,1677420.0,0.00023846144674559742
2747,586238.0,397,2352720.0,0.00016874086164099425
2748,751615.0,400,6760020.0,5.917142256975571e-05
2749,1350355.0,400,14355420.0,2.7864040202237203e-05
2750,164870.0,400,221760.0,0.0018037518037518038
2751,295137.0,400,562440.0,0.0007111869710546903
2752,354725.0,399,3703560.0,0.00010773418008618735
2753,758254.0,400,6681960.0,5.98626750234961e-05
2755,348132.0,400,1054320.0,0.00037939145610440855
2756,799886.0,400,1896900.0,0.00021087036744161527
2757,414765.0,400,2435580.0,0.00016423192832918648
2758,385319.0,400,1839720.0,0.00021742439066814516
2759,330526.0,400,1930800.0,0.00020716801325875285
2760,1073796.0,400,8897220.0,4.4957863242675804e-05
2761,258644.0,400,118200.0,0.00338409475465313
2762,517639.0,400,4159500.0,9.616540449573266e-05
2763,1019364.0,400,9763320.0,4.0969670153185597e-05
2765,471860.0,400,3055200.0,0.00013092432573972245
2766,413069.0,399,2286240.0,0.00017452235985723283
2767,801938.0,399,7707240.0,5.176950503682252e-05
2768,874791.0,400,7181280.0,5.570037653454538e-05
2769,421464.0,400,1919760.0,0.00020835937825561528
2770,582704.0,400,1762500.0,0.00022695035460992908
2771,538644.0,400,3639840.0,0.00010989494043694228
2772,826934.0,400,6125040.0,6.530569596280187e-05
2773,708878.0,399,564300.0,0.0007070707070707071
2774,452158.0,400,2352240.0,0.00017005067510118016
2775,823201.0,400,7181220.0,5.570084191822559e-05
2776,253343.0,400,211860.0,0.0018880392712168413
2777,1064281.0,399,7426800.0,5.372434965260947e-05
2778,776084.0,400,11682600.0,3.423895365757623e-05
2779,1204392.0,400,13369740.0,2.99183080598426e-05
2780,691360.0,400,4863720.0,8.224157640653656e-05
2781,768339.0,400,7302300.0,5.4777261958561004e-05
2782,508522.0,400,5124720.0,7.805304484927957e-05
2783,348446.0,400,1084620.0,0.00036879275691025426
2785,522070.0,400,3566160.0,0.00011216546649617515
2786,282936.0,400,814560.0,0.0004910626595953643
2787,918247.0,400,8594460.0,4.654160936231014e-05
2788,469218.0,398,3244320.0,0.00012267593825516596
2789,961455.0,400,8400360.0,4.76170068901809e-05
2790,625843.0,400,6001800.0,6.66466726648672e-05
2791,380990.0,397,2420100.0,0.00016404280814842363
2792,373997.0,399,2290920.0,0.00017416583730553664
2793,375102.0,400,466200.0,0.000858000858000858
2795,318233.0,400,1310640.0,0.0003051944088384301
2796,465630.0,399,2440740.0,0.00016347501167678655
2797,518950.0,398,200280.0,0.0019872178949470742
2798,548613.0,400,3582540.0,0.00011165262634890329
2799,295842.0,400,1254360.0,0.0003188877196339169
2800,295613.0,400,1222200.0,0.0003272786777941417
2801,570643.0,400,4429740.0,9.029875342570896e-05
2802,788644.0,400,7352580.0,5.440267225926137e-05
2803,702453.0,400,3225120.0,0.00012402639281639132
2805,306564.0,400,1675020.0,0.00023880311876873112
2806,557503.0,398,4312560.0,9.22885710575621e-05
2807,544127.0,400,3487260.0,0.00011470323405768426
2808,304316.0,400,1064460.0,0.00037577738947447534
2809,663595.0,400,5866080.0,6.818863704552273e-05
2810,348376.0,320,2187300.0,0.0001462990902025328
2811,665307.0,400,5968980.0,6.701312452043733e-05
2812,637337.0,400,2328420.0,0.00017179031274426436
2813,661831.0,400,4788120.0,8.354009506862818e-05
2815,381888.0,400,1068840.0,0.0003742374911118596
2816,717398.0,398,9012240.0,4.416216168233425e-05
2817,938225.0,400,9107460.0,4.3920039176674945e-05
2818,495015.0,400,3459360.0,0.00011562832431432404
2819,322995.0,400,693420.0,0.000576850970551758
2820,526047.0,399,3746400.0,0.00010650224215246636
2821,572952.0,400,1036020.0,0.00038609293256886934
2822,304724.0,400,636960.0,0.0006279829188646069
2823,546766.0,400,4401900.0,9.086985165496717e-05
2824,558867.0,400,4257540.0,9.395096699032774e-05
2825,566791.0,400,5649420.0,7.080372852434409e-05
2826,746915.0,400,6578280.0,6.080616817769994e-05
2827,385795.0,400,2629980.0,0.00015209241134913574
2828,364221.0,400,2545500.0,0.0001571400510705166
2829,1154723.0,400,12116940.0,3.301163495073839e-05
2830,860077.0,398,7261140.0,5.481232974436521e-05
2831,972400.0,400,6802080.0,5.880554183426246e-05
2832,586055.0,398,3758400.0,0.00010589612601106854
2833,887365.0,400,8405160.0,4.758981387623793e-05
2835,369096.0,400,2363160.0,0.0001692648826148039
2836,535279.0,400,4688460.0,8.531586064507323e-05
2837,465552.0,400,3475140.0,0.00011510327641476315
2838,450910.0,399,2960940.0,0.0001347545036373584
2839,462889.0,400,2340060.0,0.0001709357879712486
2840,497785.0,398,2529180.0,0.00015736325607509154
2841,790599.0,400,3225120.0,0.00012402639281639132
2842,350329.0,400,1238460.0,0.0003229817676792145
2843,615064.0,400,2889600.0,0.00013842746400885935
2845,568582.0,400,2532060.0,0.00015797413963334201
2846,333768.0,400,1840260.0,0.00021736059035136338
2847,793625.0,400,4170600.0,9.590946146837385e-05
2848,362566.0,400,1731840.0,0.00023096821877309682
2849,546820.0,400,4338540.0,9.219691416928275e-05
2850,558804.0,400,2635080.0,0.0001517980478771043
2851,591729.0,400,3732720.0,0.00010716046207591247
2852,436391.0,400,2445720.0,0.00016355101974060808
2853,450579.0,399,2977380.0,0.00013401043870785723
2855,397556.0,397,2895180.0,0.0001371244620369027
2856,477338.0,397,2625900.0,0.0001511862599489699
2857,1520283.0,400,16248000.0,2.4618414574101428e-05
2858,346607.0,400,2334720.0,0.0001713267543859649
2859,1086708.0,400,8542680.0,4.682371340141501e-05
2860,437041.0,400,2637180.0,0.00015167717031071068
2861,387476.0,400,1671840.0,0.00023925734520049765
2862,333707.0,399,1129380.0,0.0003532911863146151
2863,713170.0,400,5983980.0,6.684514319900802e-05
2864,612670.0,400,3737940.0,0.00010701081344269838
2865,270604.0,400,628320.0,0.0006366182836771072
2866,354087.0,400,1327560.0,0.0003013046491307361
2867,364852.0,400,1899240.0,0.00021061056001347908
2868,526632.0,400,3820440.0,0.00010469998220100302
2869,319238.0,400,809160.0,0.0004943398091848336
2870,342523.0,400,1060080.0,0.00037733001282922043
2871,353859.0,400,2512380.0,0.00015921158423486893
2872,432294.0,397,1068540.0,0.00037153499167087803
2873,346312.0,400,2032020.0,0.00019684845621598213
2875,307943.0,400,723060.0,0.0005532044366995824
2876,682649.0,400,4696560.0,8.516871923280018e-05
2877,395108.0,400,3119220.0,0.0001282371875020037
2878,793869.0,400,6600960.0,6.059724646112081e-05
2879,622039.0,400,5123940.0,7.806492659945277e-05
2880,749408.0,400,4229400.0,9.45760627985057e-05
2881,314203.0,397,1750140.0,0.00022683899573748385
2882,919327.0,400,7886280.0,5.072099900079632e-05
2883,773451.0,400,4434900.0,9.019369095131795e-05
2884,770407.0,399,4953660.0,8.054650500841802e-05
2885,363489.0,400,1239300.0,0.00032276284999596547
2886,295201.0,400,1086900.0,0.00036801913699512377
2887,335868.0,400,2272620.0,0.00017600830759211835
2888,241881.0,399,553020.0,0.0007214928935662363
2889,368281.0,400,2372700.0,0.000168584313229654
2890,853460.0,400,8504040.0,4.703646737315441e-05
2891,492140.0,400,3215160.0,0.00012441060475994973
2892,266698.0,400,545220.0,0.0007336488023183302
2893,424521.0,399,2257380.0,0.00017675358158573214
2895,369833.0,400,2555340.0,0.00015653494251254235
2896,729528.0,400,6854700.0,5.835412198929202e-05
2897,416152.0,400,1135620.0,0.00035223049963896375
2898,994226.0,400,8379540.0,4.773531721311671e-05
2899,774585.0,400,6585420.0,6.074024132097877e-05
2900,464067.0,400,2947800.0,0.00013569441617477442
2901,504234.0,400,806400.0,0.000496031746031746
2902,280268.0,400,1064880.0,0.000375629178874615
2903,364313.0,400,2774520.0,0.00014416908149878177
2905,231839.0,400,645000.0,0.00062015503875969
2906,350310.0,400,2440800.0,0.00016388069485414618
2907,235330.0,399,76980.0,0.005183164458300857
2908,305404.0,400,1051260.0,0.0003804957860091699
2909,646348.0,400,5883900.0,6.79821207022553e-05
2910,398503.0,400,3027540.0,0.00013212046744221382
2911,555854.0,400,4094460.0,9.769298027090263e-05
2912,616675.0,400,3708780.0,0.00010785217780510032
2913,502060.0,400,2371380.0,0.00016867815364893015
2915,373710.0,400,2290980.0,0.00017459777038647217
2916,320493.0,400,770640.0,0.0005190491020450534
2917,294671.0,400,1318620.0,0.00030334743898924636
2918,473377.0,400,3068880.0,0.00013034071061755428
2919,371198.0,400,1870920.0,0.00021379855899771236
2920,977991.0,399,6508560.0,6.130388288653712e-05
2921,802944.0,400,6762720.0,5.9147798518939124e-05
2922,618033.0,400,4325400.0,9.247699634715864e-05
2923,336850.0,400,1831140.0,0.00021844315562982624
2925,472610.0,400,1450020.0,0.0002758582640239445
2926,435437.0,397,2435640.0,0.00016299617349033519
2927,301882.0,400,1243800.0,0.00032159511175430133
2928,326064.0,400,1949580.0,0.00020517239610582793
2929,304554.0,400,1684560.0,0.00023745072897373795
2930,349091.0,399,1422060.0,0.00028057887852833214
2931,482485.0,400,3044460.0,0.00013138618999756935
2932,600867.0,400,3566640.0,0.00011215037121772873
2933,480789.0,400,3641400.0,0.00010984786071291261
2935,478713.0,397,2872440.0,0.00013821002353399896
2936,397333.0,398,1914780.0,0.0002078567772798964
2937,520185.0,400,3738780.0,0.00010698677108575525
2938,519904.0,400,803640.0,0.0004977353043651386
2939,356515.0,400,1228140.0,0.00032569576758350026
2940,596322.0,400,4177680.0,9.574692173646617e-05
2941,240194.0,400,633840.0,0.0006310740880979427
2942,262475.0,398,615480.0,0.0006466497692857608
2943,362697.0,400,2270820.0,0.00017614782325327415
2945,529737.0,400,738780.0,0.0005414331736105471
2946,474668.0,399,2873220.0,0.00013886858646396726
2947,355770.0,400,1670160.0,0.00023949801216649903
2948,381405.0,399,1749600.0,0.00022805212620027434
2949,331787.0,400,1649040.0,0.00024256537136758356
2950,277143.0,399,1758720.0,0.00022686954148471615
2951,336518.0,400,2332200.0,0.00017151187719749593
2952,278051.0,400,1426380.0,0.0002804301798959604
2953,276743.0,400,1402440.0,0.00028521719289238755
2955,506898.0,400,1672320.0,0.00023918867202449293
2956,375744.0,400,2062140.0,0.00019397325108867487
2957,304869.0,400,1130220.0,0.0003539133973916583
2958,372384.0,400,1254180.0,0.0003189334864214068
2959,225349.0,400,609960.0,0.000655780706931602
2960,284063.0,400,808560.0,0.0004947066389630949
2961,171103.0,399,132300.0,0.003015873015873016
2962,285268.0,400,464580.0,0.000860992724611477
2963,237838.0,400,473700.0,0.0008444162972345366
2965,150609.0,400,191880.0,0.0020846362309776944
2966,289699.0,400,1085400.0,0.0003685277317118113
2967,388132.0,404,28800.0,0.014027777777777778
2968,331931.0,399,187680.0,0.0021259590792838874
2969,384333.0,399,193380.0,0.002063295066708036
2970,103313.0,398,136140.0,0.00292346114294109
2971,37428.0,30,6466980.0,4.638950483842535e-06
3816,259497.0,399,548760.0,0.0007270938115022961
201872,3193224.0,399,10938000.0,3.647833241908941e-05
300001,501860.0,400,1783500.0,0.00022427810485001402
300002,473125.0,400,2026560.0,0.00019737880941102164
300003,334024.0,400,221340.0,0.0018071744826963043
300004,349899.0,398,720120.0,0.0005526856635005277
300005,407775.0,399,1711020.0,0.00023319423501770873
300006,636664.0,400,1661220.0,0.00024078689156162338
300007,463712.0,398,806520.0,0.0004934781530526211
300008,357456.0,400,1075200.0,0.0003720238095238095
300009,434353.0,400,780840.0,0.0005122688386865427
300010,422358.0,399,2379060.0,0.00016771329852967139
300011,506461.0,400,3895500.0,0.00010268258246694904
300012,575528.0,399,1853160.0,0.00021530790649485203
300013,944292.0,400,10130640.0,3.948417868959908e-05
300014,763090.0,399,289500.0,0.001378238341968912
300015,1082153.0,400,478260.0,0.0008363651570275582
300016,519063.0,400,3037680.0,0.00013167943957230517
300017,469784.0,400,817320.0,0.0004894043948514658
300018,433029.0,400,2536200.0,0.00015771626843308887
300019,511687.0,400,3575940.0,0.00011185870009004625
300020,398972.0,400,1887780.0,0.00021188909724650118
300021,503206.0,400,3222660.0,0.00012412106768942426
300022,517625.0,400,3037260.0,0.00013169764853848535
300023,457542.0,400,3485520.0,0.00011476049484725378
300024,344838.0,400,1152900.0,0.00034695116662329775
300025,409444.0,400,2455920.0,0.000162871754780286
300026,446524.0,400,1334700.0,0.0002996928148647636
300027,536897.0,400,809220.0,0.0004943031561256519
300028,1184076.0,400,6420060.0,6.230471366311219e-05
300029,396683.0,400,1095780.0,0.00036503677745532864
300030,824608.0,400,6657720.0,6.0080628203048494e-05
300031,843621.0,400,5990820.0,6.676882296580434e-05
300032,681120.0,399,3068940.0,0.00013001231695634324
300033,368087.0,400,1239600.0,0.00032268473701193933
300034,607623.0,399,4260000.0,9.366197183098592e-05
300035,421858.0,400,2179920.0,0.000183492972219164
300036,514107.0,400,1916820.0,0.00020867895785728447
300037,916803.0,400,4181760.0,9.565350474441384e-05
300038,409869.0,400,882600.0,0.00045320643553138455
300039,502322.0,400,2967120.0,0.00013481086036291084
300040,556968.0,400,3217260.0,0.0001243293983078769
300041,348798.0,400,704100.0,0.000568101121999716
300042,511467.0,400,1911060.0,0.00020930792335143846
300043,460061.0,400,1417500.0,0.0002821869488536155
300044,541870.0,399,2219280.0,0.0001797880393641181
300045,451673.0,400,1751460.0,0.00022838089365443686
300046,420987.0,399,481800.0,0.0008281444582814445
300047,328569.0,400,1206000.0,0.0003316749585406302
300048,610513.0,400,4414140.0,9.061787800115085e-05
300049,274177.0,400,1932960.0,0.0002069365118781558
300050,457640.0,400,3027060.0,0.000132141417745271
300051,489473.0,400,3129120.0,0.00012783146699391523
300052,295263.0,400,1044540.0,0.0003829436881306604
300053,509740.0,400,372420.0,0.001074056173137855
300054,619341.0,397,3812760.0,0.00010412404662239428
300055,281680.0,400,1163820.0,0.00034369576051279405
300056,851849.0,399,5912040.0,6.748939452371771e-05
300057,424664.0,400,2641020.0,0.00015145663417921864
300058,417304.0,400,1148280.0,0.00034834709304350854
300059,805425.0,404,111300.0,0.003629829290206649
300061,240223.0,397,785520.0,0.0005053976983399531
300062,951973.0,400,8576520.0,4.663896312257186e-05
300063,513873.0,400,2411700.0,0.00016585810838827384
300064,766186.0,399,2894700.0,0.00013783811793968286
300065,585022.0,400,4274880.0,9.35698779848791e-05
300066,422486.0,400,2357880.0,0.000169643917417341
300067,486368.0,399,2339880.0,0.00017052156520847223
300068,345348.0,397,1403760.0,0.00028281187667407535
300069,1649833.0,400,16682640.0,2.3977020423625997e-05
300070,737990.0,400,1688100.0,0.00023695278715715894
300071,456207.0,399,1076400.0,0.0003706800445930881
300072,562140.0,400,546120.0,0.0007324397568300008
300073,597638.0,399,1329540.0,0.00030010379529762173
300074,470092.0,400,2449980.0,0.00016326663891133805
300075,448028.0,399,1756560.0,0.00022714851755704333
300076,416592.0,400,1749960.0,0.00022857665318064412
300077,620865.0,400,464760.0,0.0008606592649969877
300078,347802.0,400,1994760.0,0.00020052537648639434
300079,434078.0,400,1068900.0,0.0003742164842361306
300080,484137.0,400,1227840.0,0.00032577534532186604
300081,424734.0,400,1342260.0,0.0002980048574791769
300082,537727.0,400,2801460.0,0.00014278269188209005
